Incident Number,Date/Time,Address,Incident Type,Completed,Reviewed,,,,,
0000256 - 000,1/13/21 18:16,210 E Access Rd,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000257 - 000,1/13/21 18:59,701 Cheatham St,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000258 - 000,1/13/21 19:03,200 NB,"550 - Public service assistance, other",Yes,Yes,,,,,
0000259 - 000,1/13/21 19:25,291 Roland Ln  # 84,111R - Building fire - Residential,Yes,Yes,,,,,
0000260 - 000,1/13/21 20:27,800 Leah Ave  # 301,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000261 - 000,1/13/21 20:30,1201 Thorpe Ln  # 82,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000262 - 000,1/13/21 20:36,1340 Wonder World Dr  # 4100,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0000263 - 000,1/13/21 20:44,1340 Wonder World Dr  # 4100,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000264 - 000,1/13/21 20:50,1112 Faris St  # D1,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000265 - 000,1/13/21 21:58,1502 Stokes St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0000266 - 000,1/14/21 2:12,105 N IH 35,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000267 - 000,1/14/21 4:34,198 SB,"550 - Public service assistance, other",Yes,Yes,,,,,
0000268 - 000,1/14/21 5:59,201 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000269 - 000,1/14/21 7:01,210 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000270 - 000,1/14/21 8:03,300 S Guadalupe St,"151 - Outside rubbish, trash or waste fire",Yes,Yes,,,,,
0000271 - 000,1/14/21 8:04,1201 Thorpe Ln  # 82,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000272 - 000,1/14/21 9:01,717 Blue Oak Blvd,"743 - Smoke detector activation, no fire - unintentional",Yes,Yes,,,,,
0000273 - 000,1/14/21 9:31,608 Bracewood Cir  # A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000274 - 000,1/14/21 10:58,1901 Dutton Dr,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0000275 - 000,1/14/21 11:00,712 S Stagecoach Trl  # BLD 2,671 - Hazmat release investigation w/ no hazmat,Yes,Yes,,,,,
0000276 - 000,1/14/21 11:10,440 Wonder World Dr,412 - Gas leak (natural gas or LPG),Yes,Yes,,,,,
0000277 - 000,1/14/21 11:19,100 E Mimosa Cir,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0000278 - 000,1/14/21 11:35,2300 S IH 35,671 - Hazmat release investigation w/ no hazmat,Yes,Yes,,,,,
0000279 - 000,1/14/21 11:35,1290 WONDER WORLD Dr  # 202,553 - Public service,Yes,Yes,,,,,
0000280 - 000,1/14/21 12:10,200 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000281 - 000,1/14/21 12:15,1901 Dutton Dr,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0000282 - 000,1/14/21 12:25,302 Trestle Tree,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000283 - 000,1/14/21 12:34,300 S Stagecoach Trl  # 3208,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000284 - 000,1/14/21 13:38,202 NB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0000285 - 000,1/14/21 14:05,204 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000288 - 000,1/14/21 16:37,3900 S IH 35,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000289 - 000,1/14/21 17:27,429 N Guadalupe St,"651 - Smoke scare, odor of smoke",Yes,Yes,,,,,
0000290 - 000,1/14/21 17:43,500 Parker Dr  # 134,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000291 - 000,1/14/21 18:42,601 River Rd  # BLDG 6,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000292 - 000,1/14/21 19:25,2600 Hunter Rd  # 5110,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000293 - 000,1/14/21 19:37,159 Mary Max Cir,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000294 - 000,1/14/21 22:51,1401 Wonder World Dr,"743 - Smoke detector activation, no fire - unintentional",Yes,Yes,,,,,
0000295 - 000,1/14/21 22:51,2002 Hearthstone,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000296 - 000,1/15/21 0:54,1250 N IH 35  # LOBBY,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000297 - 000,1/15/21 2:32,417 N Comanche St,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0000298 - 000,1/15/21 2:32,2050 S IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000299 - 000,1/15/21 2:39,741 Blue Oak Blvd,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000300 - 000,1/15/21 6:25,1307 Uhland Rd,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0000301 - 000,1/15/21 8:25,205 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000302 - 000,1/15/21 9:20,435 N Comanche St  # 209,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0000303 - 000,1/15/21 11:02,203 NB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0000304 - 000,1/15/21 11:49,1401 Wonder World Dr  # 315,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000305 - 000,1/15/21 12:40,155 Wonder World Dr  # PROCEDUR,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000307 - 000,1/15/21 12:46,201 E Access Rd,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000308 - 000,1/15/21 12:59,1507 Mockingbird Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000309 - 000,1/15/21 14:04,129 W Hutchison St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0000310 - 000,1/15/21 14:25,1050 McKinley Place Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000311 - 000,1/15/21 15:02,1015 Hwy 80  # BABY,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000312 - 000,1/15/21 17:30,317 Silo St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000313 - 000,1/15/21 19:43,1250 Sadler Dr  # BLDG11,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0000314 - 000,1/15/21 20:36,2600 Hunter Rd  # 5110,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000315 - 000,1/15/21 21:16,1720 Old Ranch Road 12  # 101,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000316 - 000,1/15/21 22:01,1646 Aquarena Springs Dr,"151 - Outside rubbish, trash or waste fire",Yes,Yes,,,,,
0000317 - 000,1/15/21 22:06,1400 Wonder World Dr,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0000318 - 000,1/15/21 22:23,109 West Ave  # 934,733 - Smoke detector activation due to malfunction,Yes,Yes,,,,,
0000319 - 000,1/15/21 22:21,210 N Edward Gary St  # FRONT,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000320 - 000,1/15/21 22:31,513 Hunters Hill Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000321 - 000,1/15/21 22:34,1800 W Wonder World Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000322 - 000,1/16/21 1:20,1640 Aquarena Springs Dr  # BLDG 28,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000325 - 000,1/16/21 2:48,204 Hwy 123,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000326 - 000,1/16/21 6:52,202 NB,"600 - Good intent call, other",Yes,Yes,,,,,
0000327 - 000,1/16/21 8:22,505 Mill St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000328 - 000,1/16/21 9:37,1700 S IH 35,"653 - Barbecue, tar kettle",Yes,Yes,,,,,
0000329 - 000,1/16/21 10:47,201 NB,"600 - Good intent call, other",Yes,Yes,,,,,
0000330 - 000,1/16/21 11:15,1720 Old Ranch Road 12,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000331 - 000,1/16/21 12:05,1612 S IH 35,143 - Grass fire,Yes,Yes,,,,,
0000332 - 000,1/16/21 13:51,2216 S IH 35,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000333 - 000,1/16/21 14:32,413 Sparrow Ln,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000334 - 000,1/16/21 16:20,333 S Reimer Ave,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000335 - 000,1/16/21 18:14,On River Rd  at RR Trestle,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000336 - 000,1/16/21 19:04,200 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000337 - 000,1/16/21 20:17,1560 S IH 35  # ELEVATOR,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000338 - 000,1/16/21 20:23,2745 Hunter Rd,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0000339 - 000,1/16/21 20:25,3939 S IH 35  # 1270,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000340 - 000,1/16/21 21:48,199 SB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0000341 - 000,1/16/21 21:58,1101 San Marcos Pkwy  # A,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000342 - 000,1/16/21 23:27,233 Jumping Laurel St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000343 - 000,1/17/21 0:21,625 Commercial Lp,"500 - Service Call, other",Yes,Yes,,,,,
0000344 - 000,1/17/21 0:53,129 E Hopkins St  # 100,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000345 - 000,1/17/21 2:05,1201 Thorpe Ln  # 112,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000346 - 000,1/17/21 4:39,600 Alabama St,522 - Water or steam leak,Yes,Yes,,,,,
0000347 - 000,1/17/21 5:01,1201 Thorpe Ln  # 100,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000348 - 000,1/17/21 12:08,1271 Sadler Dr  # 7104,554 - Assist invalid,Yes,Yes,,,,,
0000349 - 000,1/17/21 13:00,155 Wonder World Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000350 - 000,1/17/21 13:27,Riverway Ave,"651 - Smoke scare, odor of smoke",Yes,Yes,,,,,
0000351 - 000,1/17/21 16:01,Hwy 80,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0000353 - 000,1/17/21 20:10,1012 Conway Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000354 - 000,1/17/21 21:11,4206 S IH 35,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0000355 - 000,1/17/21 23:57,650 River Rd,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0000358 - 000,1/18/21 0:38,1001 Leah Ave  # 623,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000359 - 000,1/18/21 0:57,345 Champions Blvd  # 412,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000360 - 000,1/18/21 2:02,1013 Marlton St,"150 - Outside rubbish fire, other",Yes,Yes,,,,,
0000362 - 000,1/18/21 4:55,617 N IH 35,"151 - Outside rubbish, trash or waste fire",Yes,Yes,,,,,
0000363 - 000,1/18/21 7:03,104 N IH 35  # 212,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000364 - 000,1/18/21 8:59,102 Spring Hollow Cv,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000365 - 000,1/18/21 9:16,1720 Old Ranch Road 12  # 107,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000366 - 000,1/18/21 9:33,1317 Brown St,412 - Gas leak (natural gas or LPG),Yes,Yes,,,,,
0000367 - 000,1/18/21 10:44,810 S Stagecoach Trl,412 - Gas leak (natural gas or LPG),Yes,Yes,,,,,
0000368 - 000,1/18/21 11:56,1800 Post Rd  # 1214,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0000369 - 000,1/18/21 12:46,E McCarty Ln,631 - Authorized controlled burning,Yes,Yes,,,,,
0000370 - 000,1/18/21 12:51,204 NB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0000371 - 000,1/18/21 14:37,205 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000372 - 000,1/18/21 16:34,205 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000373 - 000,1/18/21 16:51,3200 N IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000375 - 000,1/18/21 16:57,1900 Medical Pkwy  # 206A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000376 - 000,1/18/21 17:01,1800 Post Rd  # 1118,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000378 - 000,1/18/21 17:05,201 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000379 - 000,1/18/21 17:19,1433 N IH 35,"650 - Steam, other gas mistaken for smoke, other",Yes,Yes,,,,,
0000380 - 000,1/18/21 18:03,2805 Hunter Rd,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000381 - 000,1/18/21 18:20,Cottonwood Pkwy,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000382 - 000,1/18/21 18:26,1406 Dartmouth Ave,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000383 - 000,1/18/21 18:34,1100 Aquarena Springs Dr,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0000385 - 000,1/18/21 18:56,201 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000386 - 000,1/18/21 19:09,1200 Wonder World Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000387 - 000,1/18/21 21:38,E Hopkins St,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000388 - 000,1/19/21 1:31,1113 Jones St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000389 - 000,1/19/21 2:58,2050 S IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000390 - 000,1/19/21 4:10,2212 Garden Ct,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000391 - 000,1/19/21 4:48,1111 Avalon Ave  # BLDG 11,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0000392 - 000,1/19/21 8:40,706 Barbara Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000393 - 000,1/19/21 11:30,624 E Hopkins St,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000394 - 000,1/19/21 13:13,111 Hill Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000395 - 000,1/19/21 15:09,1406 N IH 35,733 - Smoke detector activation due to malfunction,Yes,Yes,,,,,
0000396 - 000,1/19/21 15:21,1401 Wonder World Dr  # 15,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000397 - 000,1/19/21 15:45,100 Carlson Cir,911 - Citizen complaint,Yes,Yes,,,,,
0000398 - 000,1/19/21 16:19,201 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000399 - 000,1/19/21 16:55,415 Eastwood St  # A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000400 - 000,1/19/21 17:12,1507 Mockingbird Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000401 - 000,1/19/21 17:37,1800 Post Rd  # 1223,553 - Public service,Yes,Yes,,,,,
0000402 - 000,1/19/21 18:21,Aquarena Springs Dr,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000403 - 000,1/19/21 20:40,811 S Guadalupe St  # 118,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0000404 - 000,1/19/21 20:42,400 Linda Dr  # 20,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000405 - 000,1/20/21 0:49,1720 Old Ranch Road 12  # 217,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000406 - 000,1/20/21 2:56,1201 Thorpe Ln  # 82,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000407 - 000,1/20/21 3:37,4323 Trail Ridge Pass,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000408 - 000,1/20/21 5:40,1360 Thorpe Ln  # 4104,552 - Police matter,Yes,Yes,,,,,
0000409 - 000,1/20/21 7:07,1201 Thorpe Ln  # 82,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000410 - 000,1/20/21 7:54,1250 Sadler Dr  # 411,733 - Smoke detector activation due to malfunction,Yes,Yes,,,,,
0000411 - 000,1/20/21 19:14,1509 N IH 35,"741 - Sprinkler activation, no fire - unintentional",Yes,Yes,,,,,
0000412 - 000,1/20/21 19:22,1509 N IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000414 - 000,1/20/21 19:30,1307 Uhland Rd,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000418 - 000,1/20/21 21:18,1101 E River Ridge Pkwy  # DUMPSTER,"118 - Trash or rubbish fire, contained",Yes,Yes,,,,,
0000419 - 000,1/21/21 3:56,1506 S IH 35  # 4122,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000420 - 000,1/21/21 4:24,1600 N IH 35  # C306B,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000422 - 000,1/21/21 4:44,Wonder World Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000423 - 000,1/21/21 4:45,4500 S Ih 35,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0000424 - 000,1/21/21 4:46,202 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000425 - 000,1/21/21 4:47,1400 Thorpe Ln,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000426 - 000,1/21/21 7:51,1150 E River Ridge Pkwy  # 228 C,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0000427 - 000,1/21/21 8:13,200 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000428 - 000,1/21/21 10:12,707 Bracewood Cir  # E,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000429 - 000,1/21/21 11:04,1360 Thorpe Ln  # 6102,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000430 - 000,1/21/21 11:19,1720 Old Ranch Road 12  # 106,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0000431 - 000,1/21/21 12:35,300 S Stagecoach Trl  # 3212,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000432 - 000,1/21/21 13:55,196 Nb35 Ih,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0000433 - 000,1/21/21 14:45,120 Bert Brown Rd,"714 - Central station, malicious false alarm",Yes,Yes,,,,,
0000434 - 000,1/21/21 16:56,Belvin St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0000435 - 000,1/21/21 17:16,Barbara Dr,"151 - Outside rubbish, trash or waste fire",Yes,Yes,,,,,
0000436 - 000,1/21/21 17:20,Bintu Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000437 - 000,1/21/21 17:32,2600 Hunter Rd  # 3202,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000438 - 000,1/21/21 18:51,2131 N IH 35,"653 - Barbecue, tar kettle",Yes,Yes,,,,,
0000440 - 000,1/21/21 20:53,158 S Fredericksburg St  # BACKSIDE,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000441 - 000,1/21/21 22:25,1631 Aquarena Springs Dr  # 401,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000443 - 000,1/21/21 22:52,120 E San Antonio St  # BEHIND,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000444 - 000,1/21/21 23:24,503 Uhland Rd  # 88,522 - Water or steam leak,Yes,Yes,,,,,
0000445 - 000,1/21/21 23:58,1901 N IH 35,131 - Passenger vehicle fire,Yes,Yes,,,,,
0000446 - 000,1/22/21 1:07,405 Discovering Cypress Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000447 - 000,1/22/21 1:51,1350 S Old Bastrop Hwy  # 3911,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000448 - 000,1/22/21 5:17,3891 FM 1978,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000449 - 000,1/22/21 5:32,518 Linda Dr  # 129,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0000450 - 000,1/22/21 6:34,1720 Old Ranch Road 12,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000451 - 000,1/22/21 6:45,300 S Stagecoach Trl  # 1226,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0000452 - 000,1/22/21 9:40,1600 N IH 35  # 105C,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000454 - 000,1/22/21 14:46,Moore St,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0000455 - 000,1/22/21 15:18,199 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000456 - 000,1/22/21 15:26,701 S LBJ Dr  # 311,542 - Animal rescue,Yes,Yes,,,,,
0000458 - 000,1/22/21 16:02,1720 Old Ranch Road 12  # 109,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000459 - 000,1/22/21 16:39,600 Uhland Rd,"445 - Arcing, shorted electrical equipment",Yes,Yes,,,,,
0000460 - 000,1/22/21 16:38,204 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000461 - 000,1/22/21 17:51,1350 Wonder World Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000462 - 000,1/22/21 17:52,Cape Rd,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000463 - 000,1/22/21 18:05,1201 Thorpe Ln  # 82,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000464 - 000,1/22/21 18:15,811 S Guadalupe St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000465 - 000,1/22/21 18:16,104 Mosscliff Cir  # 1,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0000466 - 000,1/22/21 18:34,1000 Technology Way,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000467 - 000,1/22/21 18:50,1201 Thorpe Ln  # 82,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000468 - 000,1/22/21 20:13,1307 Uhland Rd,"730 - System malfunction, other",Yes,Yes,,,,,
0000469 - 000,1/22/21 20:32,1800 Post Rd  # 716,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000470 - 000,1/22/21 22:21,1001 Crepe Myrtle Dr  # 9,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000471 - 000,1/22/21 22:38,199 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000472 - 000,1/23/21 0:07,1201 Thorpe Ln  # 82,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000473 - 000,1/23/21 2:17,129 E Hopkins St  # 100,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0000474 - 000,1/23/21 3:08,1000 Old Ranch Road 12 Dr  # BEHIND,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0000475 - 000,1/23/21 3:16,1800 Post Rd  # 716,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000476 - 000,1/23/21 4:01,E San Antonio St,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000477 - 000,1/23/21 5:47,200 E Access Rd,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000478 - 000,1/23/21 6:57,345 Champions Blvd  # 1014,522 - Water or steam leak,Yes,Yes,,,,,
0000479 - 000,1/23/21 9:15,811 W San Antonio St,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000480 - 000,1/23/21 9:37,401 S Guadalupe St,323 - Motor vehicle/pedestrian accident (MV Ped),Yes,Yes,,,,,
0000481 - 000,1/23/21 11:28,213 Sb,631 - Authorized controlled burning,Yes,Yes,,,,,
0000482 - 000,1/23/21 12:11,W Access Rd,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0000483 - 000,1/23/21 13:03,1285 S IH 35  # 103,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000484 - 000,1/23/21 13:04,1900 Medical Pkwy  # 206A,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000485 - 000,1/23/21 13:32,300 S Stagecoach Trl  # 3211,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0000486 - 000,1/23/21 13:40,314 Herndon St,381 - Rescue or EMS standby,Yes,Yes,,,,,
0000487 - 000,1/23/21 14:01,910 Dartmouth Ave  # 103,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0000488 - 000,1/23/21 15:03,1201 Thorpe Ln  # 177,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
